unitid,institution name,year,institution name,IC2021.Open admission policy,IC2021.Institutional control or affiliation,IC2021.Religious affiliation,IC2021mission.Mission statement,IC2021mission.Mission statement URL (if mission statement not provided),HD2021.Institution size category,HD2021.State abbreviation,HD2021.FIPS state code,HD2021.Sector of institution,HD2021.Level of institution,HD2021.Control of institution,HD2021.Degree-granting status,HD2021.Historically Black College or University,HD2021.Tribal college,HD2021.Land Grant Institution,HD2021.Degree of urbanization (Urban-centric locale),HD2021.Institutional category,HD2021.Carnegie Classification 2021: Basic,,,,,,,,,,,,,,
494940,California Arts University,2021,California Arts University,No,Private not-for-profit (no religious affiliation),Not applicable,,www.cauniv.edu/information/mission-objectives/,"Under 1,000",California,California,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, primarily baccalaureate or above","Special Focus Four-Year: Arts, Music & Design Schools",,,,,,,,,,,,,,
494959,Northern Pennsylvania Regional College,2021,Northern Pennsylvania Regional College,Yes,Private not-for-profit (no religious affiliation),Not applicable,,regionalcollegepa.org/mission-and-identity/,"Under 1,000",Pennsylvania,Pennsylvania,"Private not-for-profit, 2-year",At least 2 but less than 4 years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,Town: Remote,"Degree-granting, associate's and certificates",Associate's Colleges: High Transfer-High Nontraditional,,,,,,,,,,,,,,
494977,American Medical Institute Inc.,2021,American Medical Institute Inc.,Yes,Private not-for-profit (no religious affiliation),Not applicable,"AMI Inc embraces a people direct philosophy, which is uniquely simple. It accepts that humans are created with physical, mental, spiritual and emotional qualities, and it is the task of education to assist individuals to develop to the maximum of their capacity. AMI Inc provides qualified candidates with quality health career education utilizing work-based activity and skills training, instructing students to such competency level that qualifies them for entry level employment in their chosen program.",,"Under 1,000",Texas,Texas,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
494986,Apex College of Veterinary Technology,2021,Apex College of Veterinary Technology,Yes,Private for-profit,Not applicable,,www.apexcvt.edu/about-us,"Under 1,000",Colorado,Colorado,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Large,"Degree-granting, associate's and certificates",Special Focus Two-Year: Other Fields,,,,,,,,,,,,,,
494995,Meryma'at Barber College,2021,Meryma'at Barber College,Yes,Private for-profit,Not applicable,Our Mission The mission at Meryma’at Barber College is to provide quality post-secondary barbering education that prepares the graduate with entry-level job skills to become a professional barber and obtain licensure from the Ohio State Cosmetology and Barber Board,,"Under 1,000",Ohio,Ohio,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495013,Western Maricopa Education Center,2021,Western Maricopa Education Center,Yes,Public,Not applicable,,west-mec.edu/what-is-west-mec/,"Under 1,000",Arizona,Arizona,"Public, 2-year",At least 2 but less than 4 years,Public,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Rural: Fringe,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495031,Bais Medrash of Dexter Park,2021,Bais Medrash of Dexter Park,No,Private not-for-profit (no religious affiliation),Not applicable,"Bais Medrash of Dexter Park seeks to train students in the skills required for understanding, studying and mastering the Talmud and the considerable body of traditional Jewish thought. At the same time we are committed to the understanding that knowledge is a means to a larger end. We seek therefore to help students build a world outlook drawn from the ethical and moral concepts of Judaism. If scholarship is to have a significant value it must orient its students to a way of life that, by its own definition, is good and moral.",,"Under 1,000",New York,New York,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, not primarily baccalaureate or above",Special Focus Four-Year: Faith-Related Institutions,,,,,,,,,,,,,,
495040,Makana Esthetics Wellness Academy,2021,Makana Esthetics Wellness Academy,Yes,Private for-profit,Not applicable,"Our Mission is to Educate, Enable, and Empower all Students to become Contributing Citizens, by providing a Relevant and Superior Education, in an Environment that is Fostered with Integrity, Professionalism, and Respect.",,"Under 1,000",Hawaii,Hawaii,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495059,Oak Valley College,2021,Oak Valley College,Yes,Private not-for-profit (religious affiliation),Non-Denominational,,https://oakvalleycollege.org/mission,"Under 1,000",California,California,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Special Focus Four-Year: Business & Management Schools,,,,,,,,,,,,,,
495077,Paul Mitchell the School-San Jose,2021,Paul Mitchell the School-San Jose,Yes,Private for-profit,Not applicable,"At Paul Mitchell the School San Jose, our mission is to provide a quality educational system to prepare students to pass the state board examination and gain employment within their chosen field of study. We promote and recognize the principles of fairness, equity, inclusion, anti-discrimination, and social justice. Our culture is about celebrating diversity, bringing out the best in people and situations, changing lives, making a difference, giving back, healing the planet, and healing ourselves. We also provide a solid educational foundation to empower our team members in the pursuit of excellence. We strongly believe that when people come first, success will follow.",,"Under 1,000",California,California,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495101,Zion Massage College,2021,Zion Massage College,Yes,Private for-profit,Not applicable,"To educate and inspire our students to become industry leaders with diverse knowledge, skill, and intuition which they effectively use to foster health and well-being in themselves, their clients and in the communities in which they serve.",,"Under 1,000",Utah,Utah,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495110,Great Lakes Boat Building School,2021,Great Lakes Boat Building School,Yes,Private not-for-profit (no religious affiliation),Not applicable,Great Lakes Boat Building School prepares students for rewarding careers in the marine industry.,,"Under 1,000",Michigan,Michigan,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Rural: Remote,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495129,Austin Career Institute,2021,Austin Career Institute,Yes,Private for-profit,Not applicable,"ACI's mission is to lift low income individuals, Veterans, displaced or laid off workers and New Americans into better paying, in demand careers through quality, short term education while simultaneously filling industry labor shortages, reducing the amount of government dependency, and strengthening the US economy.",,"Under 1,000",Texas,Texas,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495138,Professional Culinary Academy,2021,Professional Culinary Academy,Yes,Private for-profit,Not applicable,,www.professionalculinaryacademy.com,"Under 1,000",New York,New York,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495147,Pacific Northwest Christian College,2021,Gather 4 Him Christian College,Yes,Private not-for-profit (no religious affiliation),Not applicable,,college.gather4him.net/about/,"Under 1,000",Washington,Washington,"Private not-for-profit, 2-year",At least 2 but less than 4 years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Small,"Degree-granting, associate's and certificates","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495165,Royal Learning Institute,2021,Royal Learning Institute,Yes,Private for-profit,Not applicable,OUR MISSION The mission of the Royal Learning Institute is to build and promote workforce potential to support regional business growth and economic prosperity.,,"Under 1,000",New York,New York,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495174,Hollywood Cultural College,2021,Hollywood Cultural College,Yes,Private for-profit,Not applicable,"MISSION STATEMENT    Hollywood Cultural College is committed primarily to provide the necessary skills and knowledge to the Hispanic Community to better their opportunities in the entertainment  industry, and toward personal growth by stressing continuing education and vocational development of its student body. In this regard, the School’s objective is to train students with marketable job skills, to improve and develop excellent work habits, students’ self-esteem, and the ability to meet employer’s expectations in the field of entertainment.",,"Under 1,000",California,California,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495183,Mariano Moreno Culinary Institute,2021,Mariano Moreno Culinary Institute,Yes,Private for-profit,Not applicable,"MMCI will provide comprehensive training in cuisine and pastry to culinary professionals and enthusiasts. The curriculum is based on European cuisine with an emphasis on French, Italian and Spanish techniques.’’  ‘’Mariano Moreno Institute (ISMM) was created in 1963 in the City of Buenos Aires, Argentina. Founded by Mr. Roberto Sade, a visionary in the academic business, the Institute started as a journalism school, becoming the first school of journalism in Buenos Aires. It is named after Mariano Moreno who was the founder of the Gazeta de Buenos Aires, the first newspaper of the city. ISMM is devoted exclusively to educational activities, and is currently recognized as one of the leading educational institutes. With over 50 years of experience it has managed to expand into various sectors of education, such as: Culinary Arts, Computer, Fashion Design, and Accelerated High School for adults among others. Since 2000 the Mariano Moreno Culinary Institute (MMCI)* has been setting the standard of excellence in professional culinary education, positioning itself as one of the best schools in Latin America. The mission of the MMCI is to promote worldwide appreciation of culinary arts and encourage excellence in the food business at all levels. Every academic year the Institute of Culinary Arts welcomes hundreds of students in its Buenos Aires location. The Institute has also established five schools in Colombia, three in Mexico, in Venezuela, one in Ecuador, one in Dominican Republic and one in United States where its knowledge and expertise has resulted in great recognition for the school and its graduates. Its excellent reputation, outstanding professionals, and facilities have made it possible to partner with internationally recognized culinary schools, such as “Paul Bocuse Lyon Culinary Arts Institute”. International partnerships like this allow its students to participate in more culturally diverse experiences and expose them to the highly competitive world.",,"Under 1,000",Florida,Florida,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Large,"Degree-granting, associate's and certificates","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495192,Alder Graduate School of Education,2021,Alder Graduate School of Education,Not applicable,Private not-for-profit (no religious affiliation),Not applicable,To create opportunity and cultivate success for every student by recruiting and educating excellent teachers and leaders who reflect our schools’ communities.,,"Under 1,000",California,California,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Small,"Degree-granting, graduate with no undergraduate degrees","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495208,Webb's Barber School of Arts,2021,Webb's Barber School of Arts,Yes,Private for-profit,Not applicable,,www.webbsbarberschoolofarts.com/,"Under 1,000",Georgia,Georgia,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495217,Adrian H. Wallace Barber Academy,2021,Adrian H. Wallace Barber Academy,Yes,Private for-profit,Not applicable,It is the mission of Adrian H. Wallace Barber Academy to provide quality post-secondary barber education in practical Skills necessary for licensure and employment success.,,"Under 1,000",Florida,Florida,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495226,St. Louis Med Tech,2021,St. Louis Med Tech,Yes,Private not-for-profit (no religious affiliation),Not applicable,"St Louis MED TECH prepares students to successfully complete the Licensing Examination, while preparing students for successful careers as massage therapists.",,"Under 1,000",Missouri,Missouri,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495235,Total Beauty Institute,2021,Total Beauty Institute,Yes,Private for-profit,Not applicable,,totalbeautyinstitute.com/about-us/,"Under 1,000",Florida,Florida,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495244,Pearlands Innovative School of Beauty,2021,Pearlands Innovative School of Beauty,Yes,Private for-profit,Not applicable,"It's the mission of Pearlands Innovative School of Beauty to provide a quality education  in the field Cosmetology, Esthetics,  and Cosmetology  Instructor  while allowing you to express and expand your creativity. We also strive to guide you toward a successful career in the beauty industry.",,"Under 1,000",Texas,Texas,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495253,Durant Institute of Hair Design,2021,Durant Institute of Hair Design,Yes,Private for-profit,Not applicable,,https://www.durantinstituteofhairdesign.com/,"Under 1,000",Oklahoma,Oklahoma,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Town: Distant,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495262,Premiere Aesthetics Institute,2021,Premiere Aesthetics Institute,Yes,Private for-profit,Not applicable,Premiere Aesthetics Institute (PAI) is attuned to the ever-changing needs of the skin care field. We provide our students with aesthetic skills that will fully equip them for a skin care career today and in the future.,,"Under 1,000",Oregon,Oregon,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495271,California Indian Nations College,2021,California Indian Nations College,Yes,Private not-for-profit (no religious affiliation),Not applicable,California Indian Nations College (CINC) offers a culturally-responsive academic curriculum rooted in Native American values and provides personalized support to advance the success of Native and non-Native students.,,"Under 1,000",California,California,"Private not-for-profit, 2-year",At least 2 but less than 4 years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Small,"Degree-granting, associate's and certificates",Associate's Colleges: High Transfer-High Nontraditional,,,,,,,,,,,,,,
495280,Indian Bible College,2021,Indian Bible College,Yes,Private not-for-profit (religious affiliation),Non-Denominational,Indian Bible College exists to disciple and educate Indigenous Native Christians for lifetimes of biblical ministry and spiritual leadership to their people and the world.,,"Under 1,000",Arizona,Arizona,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Small,"Degree-granting, not primarily baccalaureate or above",Special Focus Two-Year: Other Fields,,,,,,,,,,,,,,
495299,Florida Professional Institute,2021,Florida Professional Institute,Yes,Private for-profit,Not applicable,"The Florida Professional Institute’s mission is to change lives by creating pathways to opportunity. FPI aims to provide quality educational experiences, increase employment opportunities, and expand access to post-secondary educational programs. The school supports and challenges students to improve their knowledge and skills and provides a means for individuals to earn a degree and other credentials.",,"Under 1,000",Florida,Florida,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495305,The Professional Cosmetology Academy,2021,The Professional Cosmetology Academy,Yes,Private for-profit,Not applicable,,www.tpcalaredo.com/about,"Under 1,000",Texas,Texas,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495314,Hackensack Meridian School of Medicine,2021,Hackensack Meridian School of Medicine,Not applicable,Private not-for-profit (no religious affiliation),Not applicable,,www.hmsom.org/about-us/,"Under 1,000",New Jersey,New Jersey,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, graduate with no undergraduate degrees","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495341,Taylor Andrews Academy of Hair Design-Hair Lab Detroit Barber School,2021,Taylor Andrews Academy of Hair Design-Hair Lab Detroit Barber School,Yes,Private for-profit,Not applicable,"Taylor Andrews is a unique academy whose mission is to prepare our students for a successful career in Cosmetology/Barbering, raising the standards of the industry and promoting successful salons while instilling a strong sense of ethics and values.",,"Under 1,000",Michigan,Michigan,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495350,Paul Mitchell the School-North Tahoe,2021,Paul Mitchell the School-Reno-North Tahoe,Yes,Private for-profit,Not applicable,"At Paul Mitchell The School North Tahoe, our mission is to provide a quality educational system to prepare students to pass the state board examination and gain employment within their chosen field of study. We promote and recognize the principles of fairness, equity, inclusion, anti-racism, and social justice. Our culture is about celebrating diversity, bringing out the best in people and situations, changing lives, making a difference, giving back, healing the planet, and healing ourselves. We also provide a solid educational foundation to empower our team members in the pursuit of excellence. We strongly believe that when people come first, success will follow.",,"Under 1,000",California,California,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Town: Distant,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495369,Paul Mitchell the School-Fort Lauderdale,2021,Paul Mitchell the School-Fort Lauderdale,Yes,Private for-profit,Not applicable,"At Paul Mitchell The School Fort Lauderdale, our mission is to provide a quality educational system to prepare students to pass the state board examination and gain employment within their chosen field of study. We promote and recognize the principles of fairness, equity, inclusion, anti-racism, and social justice. Our culture is about celebrating diversity, bringing out the best in people and situations, changing lives, making a difference, giving back, healing the planet, and healing ourselves. We also provide a solid educational foundation to empower our team members in the pursuit of excellence. We strongly believe that when people come first, success will follow.",,"Under 1,000",Florida,Florida,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495378,PCI Academy-Iowa City,2021,PCI Academy-Iowa City,Yes,Private for-profit,Not applicable,,pci-academy.com,"Under 1,000",Iowa,Iowa,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495387,Larry's Barber College,2021,Larry's Barber College,Yes,Private for-profit,Not applicable,The mission of Larry’s Barber College is to provide an education from instructors who are working in the barber/cosmetology field. We provide classroom theory as well as practical clinic training so that you can be prepared to enter the field of barbering. It is the mission of Larry’s Barber College to ensure that each student is given the individual help needed to successfully complete the program. Once completing the program you will have developed creative skills that will take you on paths to a professional career.  Larry’s Barber College is educating a “new generation of barbers.”,,"Under 1,000",Illinois,Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495396,Royal Learning Institute,2021,Royal Learning Institute,Yes,Private for-profit,Not applicable,OUR MISSION The mission of the Royal Learning Institute is to build and promote workforce potential to support regional business growth and economic prosperity.,,"Under 1,000",New York,New York,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495411,Paul Mitchell the School-Provo,2021,Paul Mitchell the School-Richland-Provo,Yes,Private for-profit,Not applicable,"At Paul Mitchell The School Provo, our mission is to provide a quality educational system to prepare students to pass the state board examination and gain employment within their chosen field of study. We promote and recognize the principles of fairness, equity, inclusion, anti-racism, and social justice. Our culture is about celebrating diversity, bringing out the best in people and situations, changing lives, making a difference, giving back, healing the planet, and healing ourselves. We also provide a solid educational foundation to empower our team members in the pursuit of excellence. We strongly believe that when people come first, success will follow.",,"Under 1,000",Utah,Utah,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495420,Arizona College of Nursing-Tampa,2021,Arizona College of Nursing-Tampa,No,Private for-profit,Not applicable,,www.arizonacollege.edu/about-arizona-college/,"Under 1,000",Florida,Florida,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Large,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495439,Arizona College of Nursing-Fort Lauderdale,2021,Arizona College of Nursing-Fort Lauderdale,No,Private for-profit,Not applicable,,www.arizonacollege.edu/about-arizona-college/,"Under 1,000",Florida,Florida,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Midsize,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495448,Arizona College of Nursing-Tucson,2021,Arizona College of Nursing-Tucson,No,Private for-profit,Not applicable,,www.arizonacollege.edu/about-arizona-college/,"Under 1,000",Arizona,Arizona,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Large,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495457,Arizona College of Nursing-Phoenix,2021,Arizona College of Nursing-Phoenix,No,Private for-profit,Not applicable,,www.arizonacollege.edu/about-arizona-college/,"Under 1,000",Arizona,Arizona,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Large,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495518,Empire Beauty School-Newport News,2021,Empire Beauty School-Newport News,Yes,Private for-profit,Not applicable,,www.empire.edu//corporate-overview,"Under 1,000",Virginia,Virginia,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495730,Tricoci University of Beauty Culture-Normal,2021,Tricoci University of Beauty Culture-Normal,Yes,Private for-profit,Not applicable,We are passionately committed to preparing students to become successful professionals within the beauty industry. We do this by taking a wholistic approach to education and employment readiness by investing in our teachers and campuses. We strive to be the educator and employer of choice and provide a positive impact in our communities.,,"Under 1,000",Illinois,Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Suburb: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495767,The Pennsylvania State University,2021,The Pennsylvania State University,No,Public,Not applicable,,www.psu.edu/this-is-penn-state/leadership-and-mission/mission-and-character,"20,000 and above",Pennsylvania,Pennsylvania,"Public, 4-year or above",Four or more years,Public,Degree-granting,No,No,Land Grant Institution,City: Small,"Degree-granting, primarily baccalaureate or above",Doctoral Universities: Very High Research Activity,,,,,,,,,,,,,,
495776,Elite Welding Academy,2021,Elite Welding Academy,Yes,Private for-profit,Not applicable,,www.elitepipeweldingacademy.com,"Under 1,000",Texas,Texas,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495794,Paul Mitchell the School-Murfreesboro-Nashville,2021,Paul Mitchell the School-Murfreesboro-Nashville,Yes,Private for-profit,Not applicable,"Our school's mission is to provide a quality educational system to prepare students to pass the state board examination and to gain employment within the field of Cosmetology.  We are passionately committed to providing a solid educational foundation to empower our team in the pursuit of excellence and we strongly believe that when people come first, success will follow",,"Under 1,000",Tennessee,Tennessee,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495837,Dorsey College-Woodhaven,2021,Dorsey College-Woodhaven,Yes,Private for-profit,Not applicable,,www.dorsey.edu/about-us/,"Under 1,000",Michigan,Michigan,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
